Permit Name,Res / Com,Duration,Work Type,Count of Reviews,Occurances of Repeat Reviews,Worst Review,WR Count
2022-133889 PR,Residential ,46,Addition and Remodel,6,2,Residential Zoning Review,2
2022-133897 PR,Residential ,28,New,3,0,Residential Zoning Review,1
2022-133901 PR,Residential ,0,Repair,1,0,None,0
2022-133983 PR,Commericial ,75,Remodel,22,6,Building Plans - Mechanical,3
2022-134060 PR,Residential ,110,New,15,6,AE BSPA,3
2022-134138 PR,Residential ,0,Repair,1,0,None,0
2022-134255 PR,Residential ,46,Demolition,3,1,Historic Preservation,2
2022-134280 PR,Residential ,11,Demolition,3,0,Historic Preservation,1
2022-134288 PR,Residential ,11,Demolition,3,0,Historic Preservation,1
2022-134298 PR,Residential ,0,Repair,1,0,None,0
2022-134299 PR,Residential ,63,Demolition,4,1,Tree Ordinance Review,2
2022-134348 PR,Residential ,11,Demolition,3,0,Historic Preservation,1
2022-134408 PR,Residential ,38,New,12,5,Tech Master Review,2
2022-134453 PR,Commericial ,7,Remodel,5,0,Commercial Building Plans,1
2022-134479 PR,Residential ,0,Repair,1,0,None,0
2022-134518 PR,Residential ,19,Addition and Remodel,4,0,Residential Zoning Review,1
2022-134579 PR,Residential ,11,Demolition,3,0,Historic Preservation,1
2022-134604 PR,Residential ,28,Demolition,4,1,Historic Preservation,2
2022-134616 PR,Residential ,0,Repair,1,0,None,0
2022-134634 PR,Residential ,0,Repair,1,0,None,0
2022-134669 PR,Residential ,0,Repair,1,0,None,0
2022-134871 PR,Residential ,0,Repair,1,0,None,0
2022-134875 PR,Residential ,0,Repair,1,0,None,0
2022-134912 PR,Commericial ,3,Remodel,4,0,Commercial Building Plans,1
2022-135020 PR,Commericial ,20,New,13,0,Commercial Building Plans,1
2022-135080 PR,Residential ,0,Repair,1,0,None,0
2022-135189 PR,Residential ,0,Repair,1,0,None,0
2022-135203 PR,Residential ,7,Repair,2,0,Flood Plain Review,1
2022-135458 PR,Residential ,0,Repair,1,0,None,0
2022-135478 PR,Residential ,0,Repair,1,0,None,0
2022-135530 PR,Residential ,122,Addition and Remodel,10,3,Historic Preservation,3
2022-135535 PR,Residential ,2,Demolition,1,0,None,0
2022-135574 PR,Residential ,6,Repair,2,0,Flood Plain Review,1
2022-135585 PR,Residential ,0,Repair,1,0,None,0
2022-135596 PR,Residential ,56,Addition and Remodel,9,3,Residential Zoning Review,4
2022-135604 PR,Residential ,0,Repair,1,0,None,0
2022-135622 PR,Residential ,0,Repair,1,0,None,0
2022-135633 PR,Residential ,0,Repair,1,0,None,0
2022-135698 PR,Residential ,174,New,17,7,AW UDS TAP Plan Review,3
2022-135832 PR,Commericial ,2,New,5,0,Commercial Building Plans,1
2022-135857 PR,Residential ,35,Addition and Remodel,4,1,Residential Zoning Review,2
2022-135943 PR,Residential ,0,Repair,1,0,None,0
2022-136356 PR,Residential ,57,New,15,6,AW UDS TAP Plan Review,3
2022-136358 PR,Residential ,51,New,12,5,Tech Master Review,2
2022-136404 PR,Residential ,49,Addition and Remodel,12,5,Tech Master Review,2
2022-136628 PR,Commericial ,25,Remodel,12,2,Commercial Building Plans,2
2022-136667 PR,Commericial ,92,Remodel,25,10,Building Plans - Mechanical,4
2022-136946 PR,Residential ,0,Repair,1,0,None,0
2022-136951 PR,Residential ,0,Repair,1,0,None,0
2022-137027 PR,Residential ,12,Repair,2,0,Flood Plain Review,1
2022-137213 PR,Residential ,0,Repair,1,0,None,0
2022-137218 PR,Residential ,11,Addition and Remodel,4,0,Residential Zoning Review,1
2022-137228 PR,Residential ,52,Addition and Remodel,6,1,Tech Master Review,2
2022-137268 PR,Residential ,11,Demolition,3,0,Historic Preservation,1
2022-137281 PR,Residential ,18,Addition and Remodel,3,0,Residential Zoning Review,1
2022-137295 PR,Residential ,11,Repair,2,0,Flood Plain Review,1
2022-137297 PR,Residential ,33,New,14,6,Tech Master Review,2
2022-137314 PR,Residential ,0,Repair,1,0,None,0
2022-137322 PR,Residential ,19,Demolition,3,0,Historic Preservation,1
2022-137325 PR,Residential ,0,Repair,1,0,None,0
2022-137345 PR,Residential ,10,Demolition,3,0,Historic Preservation,1
2022-137393 PR,Residential ,158,New,14,6,Tech Master Review,2
2022-137522 PR,Residential ,0,Repair,1,0,None,0
2022-137524 PR,Residential ,25,Addition and Remodel,3,0,Residential Zoning Review,1
2022-137547 PR,Residential ,52,Addition and Remodel,6,2,Residential Zoning Review,2
2022-137576 PR,Residential ,11,Repair,2,0,Flood Plain Review,1
2022-137641 PR,Residential ,11,Demolition,3,0,Historic Preservation,1
2022-137753 PR,Residential ,0,Repair,1,0,None,0
2022-137755 PR,Residential ,0,Repair,1,0,None,0
2022-137799 PR,Commericial ,0,Remodel,2,0,Commercial Zoning Review,1
2022-138242 PR,Commericial ,35,Remodel,15,3,Commercial Building Plans,2
2022-138245 PR,Commericial ,1,Remodel,4,0,Commercial Building Plans,1
2022-138285 PR,Commericial ,65,Remodel,17,6,Fire Review,3
2022-138310 PR,Commericial ,77,Remodel,14,4,Building Plans - Electrical,2
2022-138318 PR,Residential ,4,Demolition,3,0,Historic Preservation,1
2022-138426 PR,Residential ,56,Addition and Remodel,5,2,Residential Zoning Review,3
2022-138505 PR,Residential ,71,Demolition,5,2,Historic Preservation,2
2022-138542 PR,Residential ,4,Demolition,2,0,Historic Preservation,1
2022-138581 PR,Residential ,4,Demolition,3,0,Historic Preservation,1
2022-138618 PR,Residential ,2,Demolition,1,0,None,0
2022-138695 PR,Residential ,24,New,4,0,Residential Zoning Review,1
2022-138727 PR,Residential ,36,Repair,3,1,Historic Preservation,2
2022-138758 PR,Residential ,8,Repair,2,0,Flood Plain Review,1
2022-138764 PR,Residential ,0,Repair,1,0,None,0
2022-138861 PR,Residential ,2,Repair,2,0,Historic Preservation,1
2022-138888 PR,Residential ,0,Repair,1,0,None,0
2022-138899 PR,Residential ,0,Repair,1,0,None,0
2022-138943 PR,Residential ,0,Repair,1,0,None,0
2022-139064 PR,Residential ,85,Addition and Remodel,13,3,Tech Master Review,4
2022-139148 PR,Residential ,112,Addition and Remodel,10,3,Residential Zoning Review,3
2022-139249 PR,Residential ,27,Addition and Remodel,2,1,Residential Zoning Review,5
2022-139333 PR,Residential ,0,Repair,1,0,None,0
2022-139381 PR,Residential ,0,Repair,1,0,None,0
2022-139404 PR,Residential ,63,New,5,1,Tree Ordinance Review,2
2022-139421 PR,Residential ,49,Addition and Remodel,5,2,Residential Zoning Review,2
2022-139743 PR,Residential ,0,Repair,1,0,None,0
2022-139780 PR,Residential ,26,Addition and Remodel,4,0,Residential Zoning Review,1
2022-139815 PR,Residential ,114,Addition and Remodel,5,2,Residential Zoning Review,2
2022-139921 PR,Residential ,84,Addition and Remodel,10,3,Tech Master Review,2
2022-139991 PR,Commericial ,26,Remodel,16,5,Building Plans - Electrical,4
2022-140019 PR,Residential ,20,Addition and Remodel,5,1,Tech Master Review,2
2022-140026 PR,Residential ,96,Addition and Remodel,7,3,Residential Zoning Review,2
2022-140163 PR,Residential ,6,Demolition,3,0,Historic Preservation,1
2022-140218 PR,Residential ,0,Repair,1,0,None,0
2022-140250 PR,Commericial ,15,New,5,1,Commercial Building Plans,2
2022-140263 PR,Residential ,44,New,14,6,Tech Master Review,2
2022-140304 PR,Residential ,78,Addition and Remodel,8,2,Residential Zoning Review,2
2022-140321 PR,Residential ,6,Demolition,3,0,Historic Preservation,1
2022-140387 PR,Residential ,155,New,14,5,Tree Ordinance Review,3
2022-140514 PR,Residential ,0,Repair,1,0,None,0
2022-140657 PR,Residential ,32,New,10,1,Fire Review,2
2022-140669 PR,Residential ,0,Repair,1,0,None,0
2022-140695 PR,Residential ,82,Addition and Remodel,6,2,Residential Zoning Review,2
2022-140715 PR,Residential ,88,Addition and Remodel,10,4,Residential Zoning Review,2
2022-140758 PR,Residential ,0,Repair,1,0,None,0
2022-140860 PR,Commericial ,5,Demolition,2,0,Historic Preservation,1
2022-140882 PR,Residential ,0,Repair,1,0,None,0
2022-140895 PR,Residential ,113,New,12,3,Residential Zoning Review,4
2022-140994 PR,Residential ,95,New,14,6,Tech Master Review,2
2022-141108 PR,Residential ,151,Addition and Remodel,12,3,Residential Zoning Review,3
2022-141230 PR,Residential ,0,Repair,1,0,None,0
2022-141399 PR,Residential ,0,Demolition,1,0,None,0
2022-141401 PR,Residential ,55,Addition and Remodel,7,1,Residential Zoning Review,2
2022-141445 PR,Residential ,60,Addition and Remodel,5,2,Residential Zoning Review,2
2022-141458 PR,Residential ,0,Repair,1,0,None,0
2022-141480 PR,Residential ,11,Demolition,3,0,Historic Preservation,1
2022-141508 PR,Residential ,4,Demolition,2,0,Historic Preservation,1
2022-141738 PR,Residential ,0,Repair,1,0,None,0
2022-141742 PR,Commericial ,144,Remodel,19,6,Building Plans - Electrical,3
2022-141965 PR,Residential ,0,Repair,1,0,None,0
2022-141970 PR,Residential ,0,Repair,1,0,None,0
2022-142001 PR,Residential ,0,Repair,1,0,None,0
2022-142005 PR,Residential ,0,Repair,1,0,None,0
2022-142007 PR,Residential ,0,Repair,1,0,None,0
2022-142019 PR,Residential ,0,Repair,1,0,None,0
2022-142026 PR,Residential ,0,Repair,1,0,None,0
2022-142030 PR,Residential ,6,Repair,2,0,Flood Plain Review,1
2022-142032 PR,Residential ,0,Repair,1,0,None,0
2022-142174 PR,Residential ,25,New,12,5,Tech Master Review,2
2022-142426 PR,Residential ,86,New,20,8,AE BSPA,3
2022-142629 PR,Residential ,149,New,11,4,Residential Zoning Review,3
2022-142875 PR,Residential ,133,Addition and Remodel,11,4,Residential Zoning Review,2
2022-142948 PR,Commericial ,57,Remodel,24,10,Building Plans - Plumbing,4
2022-142984 PR,Commericial ,20,Demolition,4,0,Historic Review,1
2022-143110 PR,Residential ,0,Repair,1,0,None,0
2022-143600 PR,Residential ,0,Repair,1,0,None,0
2022-143631 PR,Residential ,105,Addition and Remodel,12,4,Residential Zoning Review,3
2022-143713 PR,Residential ,62,Addition and Remodel,7,2,Residential Zoning Review,2
2022-143826 PR,Commericial ,33,Remodel,12,2,Commercial Building Plans,2
2022-143834 PR,Residential ,6,Demolition,3,0,Historic Preservation,1
2022-143841 PR,Residential ,7,Addition and Remodel,3,0,Residential Zoning Review,1
2022-144040 PR,Commericial ,7,New,4,0,Commercial Building Plans,1
2022-144052 PR,Residential ,58,New,7,2,Residential Zoning Review,2
2022-144064 PR,Residential ,0,Repair,1,0,None,0
2022-144065 PR,Residential ,22,Demolition,3,0,Historic Preservation,1
2022-144122 PR,Residential ,0,Repair,1,0,None,0
2022-144137 PR,Commericial ,69,Remodel,16,2,Commercial Building Plans,3
2022-144424 PR,Residential ,22,Addition and Remodel,4,0,Residential Zoning Review,1
2022-144443 PR,Residential ,0,Repair,1,0,None,0
2022-144693 PR,Residential ,54,Addition and Remodel,8,2,Residential Zoning Review,2
2022-144801 PR,Residential ,0,Repair,1,0,None,0
2022-144809 PR,Residential ,0,Repair,1,0,None,0
2022-144817 PR,Residential ,6,Demolition,3,0,Historic Preservation,1
2022-144832 PR,Residential ,113,New,11,4,Residential Zoning Review,2
2022-144867 PR,Residential ,70,New,10,3,Tech Master Review,3
2022-145023 PR,Residential ,26,Addition and Remodel,6,0,Residential Zoning Review,1
2022-145411 PR,Residential ,20,Demolition,3,0,Historic Preservation,1
2022-145433 PR,Residential ,112,Addition and Remodel,8,2,Residential Zoning Review,3
2022-145568 PR,Residential ,0,Repair,1,0,None,0
2022-145583 PR,Residential ,0,Repair,1,0,None,0
